S.NO	ID	PGPT_ID	BACTERIA	PATH_COUNT	Lv1	Lv2	Lv3	Lv4	Lv5
3857	PGPT0016245	PGPT0016245-acgB-K20954	not_announced	3	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-MOTILITY|CHEMOTAXIS	OTHER_MOTILITY_REGULATING_FUNCTIONS	MOTILITY-QUORUMSENSING_RELATED_REGULATION# PGPT
3858	PGPT0016250	PGPT0016250-acgA-K20963	not_announced	3	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-MOTILITY|CHEMOTAXIS	OTHER_MOTILITY_REGULATING_FUNCTIONS	MOTILITY-QUORUMSENSING_RELATED_REGULATION# PGPT
3859	PGPT0016255	PGPT0016255-sylA-K06075	Search me on PLaBA-db (KEGG hit)	2	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-MOTILITY|CHEMOTAXIS	OTHER_MOTILITY_REGULATING_FUNCTIONS	MOTILITY-QUORUMSENSING_RELATED_REGULATION# PGPT
3860	PGPT0016260	PGPT0016260-dos-K13243	Search me on PLaBA-db (KEGG hit)	3	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-MOTILITY|CHEMOTAXIS	OTHER_MOTILITY_REGULATING_FUNCTIONS	MOTILITY-QUORUMSENSING_RELATED_REGULATION# PGPT
3861	PGPT0022136	PGPT0022136-srfA-NA	Enterobacter sp. 638,Kosakonia radicincitans DSM 16656(T),Bacillus subtilis MBI 600	2	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-MOTILITY|CHEMOTAXIS	OTHER_MOTILITY_REGULATING_FUNCTIONS	MOTILITY-REGULATING-VIRULENCE_OPERON_srfABCD# PGPT
3862	PGPT0022137	PGPT0022137-srfB-NA	Enterobacter sp. 638,Kosakonia radicincitans DSM 16656(T),Bacillus subtilis MBI 600	2	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-MOTILITY|CHEMOTAXIS	OTHER_MOTILITY_REGULATING_FUNCTIONS	MOTILITY-REGULATING-VIRULENCE_OPERON_srfABCD# PGPT
3863	PGPT0022138	PGPT0022138-srfC-NA	Enterobacter sp. 638,Kosakonia radicincitans DSM 16656(T),Bacillus subtilis MBI 600	2	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-MOTILITY|CHEMOTAXIS	OTHER_MOTILITY_REGULATING_FUNCTIONS	MOTILITY-REGULATING-VIRULENCE_OPERON_srfABCD# PGPT
3864	PGPT0022139	PGPT0022139-srfD-NA	Kosakonia radicincitans DSM 16656(T),Bacillus subtilis MBI 600	2	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-MOTILITY|CHEMOTAXIS	OTHER_MOTILITY_REGULATING_FUNCTIONS	MOTILITY-REGULATING-VIRULENCE_OPERON_srfABCD# PGPT
3865	PGPT0016265	PGPT0016265-luxS-K07173	Search me on PLaBA-db (KEGG hit)	3	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-MOTILITY|CHEMOTAXIS	OTHER_MOTILITY_REGULATING_FUNCTIONS	OTHER_MOTILITY_REGULATION# PGPT
3866	PGPT0016270	PGPT0016270-codY-K03706	Search me on PLaBA-db (KEGG hit)	2	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-MOTILITY|CHEMOTAXIS	OTHER_MOTILITY_REGULATING_FUNCTIONS	OTHER_MOTILITY_REGULATION# PGPT
3867	PGPT0016275	PGPT0016275-gvpA-K23262	not_announced	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-MOTILITY|CHEMOTAXIS	MOTILITY-GAS_VESICLE_FORMATION	MOTILITY-GAS_VESICLE_BIOSYNTHESIS
3868	PGPT0016280	PGPT0016280-gvpC-K23263	not_announced	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-MOTILITY|CHEMOTAXIS	MOTILITY-GAS_VESICLE_FORMATION	MOTILITY-GAS_VESICLE_BIOSYNTHESIS
3869	PGPT0016285	PGPT0016285-gvpE-K23307	not_announced	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-MOTILITY|CHEMOTAXIS	MOTILITY-GAS_VESICLE_FORMATION	MOTILITY-GAS_VESICLE_BIOSYNTHESIS
3870	PGPT0016290	PGPT0016290-gvpF-K23305	not_announced	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-MOTILITY|CHEMOTAXIS	MOTILITY-GAS_VESICLE_FORMATION	MOTILITY-GAS_VESICLE_BIOSYNTHESIS
3871	PGPT0016295	PGPT0016295-malE-K10108	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_MALTOSE|MALTODEXTRIN_TRANSPORT
3872	PGPT0016300	PGPT0016300-malF-K10109	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_MALTOSE|MALTODEXTRIN_TRANSPORT
3873	PGPT0016305	PGPT0016305-malG-K10110	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_MALTOSE|MALTODEXTRIN_TRANSPORT
3874	PGPT0016310	PGPT0016310-msmX|msmK|malK|sugC|ggtA|msiK-K10112	Search me on PLaBA-db (KEGG hit)	11	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_MALTOSE|MALTODEXTRIN_TRANSPORT# PGPT
3875	PGPT0016315	PGPT0016315-cycB|ganO-K15770	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_ARABINOGALACTAN|GALACTOSE_OLIGOMER|MALTOOLIGOSACCHARIDE_TRANSPORT
3876	PGPT0016320	PGPT0016320-ganP-K15771	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_ARABINOGALACTAN|GALACTOSE_OLIGOMER|MALTOOLIGOSACCHARIDE_TRANSPORT
3877	PGPT0016325	PGPT0016325-ganQ-K15772	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_ARABINOGALACTAN|GALACTOSE_OLIGOMER|MALTOOLIGOSACCHARIDE_TRANSPORT
3878	PGPT0016330	PGPT0016330-msmE-K10117	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_REAFFINOSE|STACHYOSE|MELIBIOSE_TRANSPORT
3879	PGPT0016335	PGPT0016335-msmF-K10118	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_REAFFINOSE|STACHYOSE|MELIBIOSE_TRANSPORT
3880	PGPT0016340	PGPT0016340-msmG-K10119	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_REAFFINOSE|STACHYOSE|MELIBIOSE_TRANSPORT
3881	PGPT0016345	PGPT0016345-msmE-K10120	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_FRUCTOOLIGOSACCHARIDE_TRANSPORT
3882	PGPT0016350	PGPT0016350-msmF-K10121	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_FRUCTOOLIGOSACCHARIDE_TRANSPORT
3883	PGPT0016355	PGPT0016355-msmG-K10122	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_FRUCTOOLIGOSACCHARIDE_TRANSPORT
3884	PGPT0016360	PGPT0016360-lacE|araN-K10188	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_LACTOSE|ARABINOSE_TRANSPORT
3885	PGPT0016365	PGPT0016365-lacF|araP-K10189	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_LACTOSE|ARABINOSE_TRANSPORT
3886	PGPT0016370	PGPT0016370-lacG|araQ-K10190	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_LACTOSE|ARABINOSE_TRANSPORT
3887	PGPT0016375	PGPT0016375-lacK-K10191	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_LACTOSE|ARABINOSE_TRANSPORT
3888	PGPT0016380	PGPT0016380-smoE|mtlE-K10227	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_MANNITOL|SORBITOL_TRANSPORT
3889	PGPT0016385	PGPT0016385-smoF|mtlF-K10228	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_MANNITOL|SORBITOL_TRANSPORT
3890	PGPT0016390	PGPT0016390-smoG|mtlG-K10229	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_MANNITOL|SORBITOL_TRANSPORT
3891	PGPT0016395	PGPT0016395-aglE|ggtB-K10232	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_ALPHA-GLUCOSIDE_TRANSPORT
3892	PGPT0016400	PGPT0016400-aglF|ggtC-K10233	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_ALPHA-GLUCOSIDE_TRANSPORT
3893	PGPT0016405	PGPT0016405-aglG|ggtD-K10234	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_ALPHA-GLUCOSIDE_TRANSPORT
3894	PGPT0016410	PGPT0016410-aglK-K10235	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_ALPHA-GLUCOSIDE_TRANSPORT
3895	PGPT0016415	PGPT0016415-ngcE|ABC_NGC_S-K10200	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_N_ACETYLGLUCOSAMINE_TRANSPORT
3896	PGPT0016420	PGPT0016420-ngcF|ABC_NGC_P-K10201	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_N_ACETYLGLUCOSAMINE_TRANSPORT
3897	PGPT0016425	PGPT0016425-ngcG|ABC_NGC_P1-K10202	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_N_ACETYLGLUCOSAMINE_TRANSPORT
3898	PGPT0016430	PGPT0016430-cebE-K10240	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_CELLOBIOSE_TRANSPORT
3899	PGPT0016435	PGPT0016435-cebF-K10241	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_CELLOBIOSE_TRANSPORT
3900	PGPT0016440	PGPT0016440-cebG-K10242	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_CELLOBIOSE_TRANSPORT
3901	PGPT0016445	PGPT0016445-dasA-K17329	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_CHITOBIOSE_TRANSPORT_I
3902	PGPT0016450	PGPT0016450-dasB-K17330	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_CHITOBIOSE_TRANSPORT_I
3903	PGPT0016455	PGPT0016455-dasC-K17331	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_CHITOBIOSE_TRANSPORT_I
3904	PGPT0016460	PGPT0016460-chiE-K17244	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_CHITOBIOSE_TRANSPORT_II
3905	PGPT0016465	PGPT0016465-chiF-K17245	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_CHITOBIOSE_TRANSPORT_II
3906	PGPT0016470	PGPT0016470-chiG-K17246	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_CHITOBIOSE_TRANSPORT_II
3907	PGPT0016471	PGPT0016471-chiP-NA	not_announced	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_CHITOBIOSE_TRANSPORT_III
3908	PGPT0016475	PGPT0016475-gudP-K03535	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_GLUCARATE_TRANSPORT
3909	PGPT0016480	PGPT0016480-araN-K17234	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_ARABINOOLOIGOSACCHARIDE_TRANSPORT
3910	PGPT0016485	PGPT0016485-araP-K17235	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_ARABINOOLOIGOSACCHARIDE_TRANSPORT
3911	PGPT0016490	PGPT0016490-araQ-K17236	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_ARABINOOLOIGOSACCHARIDE_TRANSPORT
3912	PGPT0016495	PGPT0016495-bxlE-K17326	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_XYLOBIOSE_TRANSPORT
3913	PGPT0016500	PGPT0016500-bxlF-K17327	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_XYLOBIOSE_TRANSPORT
3914	PGPT0016505	PGPT0016505-bxlG-K17328	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_XYLOBIOSE_TRANSPORT
3915	PGPT0016510	PGPT0016510-yphF-K23545	not_announced	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_MULTIPLE_SUGAR_TRANSPORT_I
3916	PGPT0016515	PGPT0016515-yphD-K23546	not_announced	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_MULTIPLE_SUGAR_TRANSPORT_I
3917	PGPT0016520	PGPT0016520-yphE-K23547	not_announced	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_MULTIPLE_SUGAR_TRANSPORT_I
3918	PGPT0016525	PGPT0016525-gguB|ABC_GGU_P-K10547	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_MULTIPLE_SUGAR_TRANSPORT_II
3919	PGPT0016530	PGPT0016530-gguA|ABC_GGU_A-K10548	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_MULTIPLE_SUGAR_TRANSPORT_II
3920	PGPT0016535	PGPT0016535-ABC_MS_P-K02025	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_MULTIPLE_SUGAR_TRANSPORT_III
3921	PGPT0016540	PGPT0016540-ABC_MS_P1-K02026	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_MULTIPLE_SUGAR_TRANSPORT_III
3922	PGPT0016545	PGPT0016545-ABC_MS_S-K02027	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_MULTIPLE_SUGAR_TRANSPORT_III
3923	PGPT0016550	PGPT0016550-glcS|ABC_GLC_S-K10196	not_announced	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_GLUCOSE|ARABINOSE_TRANSPORT
3924	PGPT0016555	PGPT0016555-glcU|ABC_GLC_P-K10197	not_announced	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_GLUCOSE|ARABINOSE_TRANSPORT
3925	PGPT0016560	PGPT0016560-glcT|ABC_GLC_P1-K10198	not_announced	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_GLUCOSE|ARABINOSE_TRANSPORT
3926	PGPT0016565	PGPT0016565-glcV|ABC_GLC_A-K10199	not_announced	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_GLUCOSE|ARABINOSE_TRANSPORT
3927	PGPT0016570	PGPT0016570-gtsA|glcE-K17315	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_GLUCOSE|MANNOSE_TRANSPORT_I
3928	PGPT0016575	PGPT0016575-gtsB|glcF-K17316	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_GLUCOSE|MANNOSE_TRANSPORT_I
3929	PGPT0016580	PGPT0016580-gtsC|glcG-K17317	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_GLUCOSE|MANNOSE_TRANSPORT_I
3930	PGPT0016585	PGPT0016585-glpP-K17322	Search me on PLaBA-db (KEGG hit)	3	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_GLUCOSE|MANNOSE_TRANSPORT_II# PGPT
3931	PGPT0016590	PGPT0016590-rbsC-K10440	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_RIBOSE|AUTOINDUCER|XYLOSE_TRANSPORT
3932	PGPT0016595	PGPT0016595-rbsD-K06726	Search me on PLaBA-db (KEGG hit)	2	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_RIBOSE|AUTOINDUCER|XYLOSE_TRANSPORT# PGPT
3933	PGPT0016600	PGPT0016600-rbsA-K10441	Search me on PLaBA-db (KEGG hit)	1	INDIRECT_EFFECTS	COLONIZING_PLANT_SYSTEM	COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE	PLANT_DERIVED_CARBOHYDRATE_TRANSPORT	PLANT_DERIVED_RIBOSE|AUTOINDUCER|XYLOSE_TRANSPORT
